new_packets,energy_spent,nodes_died,new_drops,packet_ratio,energy_ratio,energy_consumption_ratio,alive_ratio,death_ratio,drop_ratio,aoi_norm,packet_reward,energy_reward,alive_reward,aoi_penalty,energy_penalty,death_penalty,drop_penalty,total_reward,step
0,0.0010000000000000009,0,0,0.0,0.037777025438833635,0.00033333333333333365,0.3333333333333333,0.0,0.0,0.04,0.0,0.009444256359708409,0.06666666666666667,-0.004,-1.6666666666666684e-05,-0.0,-0.0,0.07209425635970841,26
1,0.07272241030695827,0,0,0.3333333333333333,0.013536222003180881,0.024240803435652755,0.3333333333333333,0.0,0.0,0.02,0.18333333333333335,0.0033840555007952204,0.06666666666666667,-0.002,-0.0012120401717826378,-0.0,-0.0,0.2501720153290126,27
0,0.07071413439837215,0,1,0.0,0.9764286218672092,0.023571378132790716,1.0,0.0,0.3333333333333333,0.02,0.0,0.2441071554668023,0.2,-0.002,-0.0011785689066395359,-0.0,-0.016666666666666666,0.42426191989349615,29
2,0.15822787178519393,0,0,0.6666666666666666,0.9236859979388113,0.05274262392839798,1.0,0.0,0.0,0.026666666666666665,0.3666666666666667,0.23092149948470284,0.2,-0.0026666666666666666,-0.002637131196419899,-0.0,-0.0,0.7922843682882829,30
2,0.15822787178519393,0,0,0.6666666666666666,0.8709433740104133,0.05274262392839798,1.0,0.0,0.0,0.03333333333333333,0.3666666666666667,0.21773584350260333,0.2,-0.0033333333333333335,-0.002637131196419899,-0.0,-0.0,0.7784320456395167,31
1,0.08650546147823546,0,0,0.3333333333333333,0.8421082201843348,0.028835153826078486,1.0,0.0,0.0,0.04666666666666667,0.18333333333333335,0.2105270550460837,0.2,-0.004666666666666667,-0.0014417576913039244,-0.0,-0.0,0.5877519640214465,32
0,0.0030000000000005578,0,0,0.0,0.8411082201843346,0.0010000000000001859,1.0,0.0,0.0,0.06666666666666667,0.0,0.21027705504608366,0.2,-0.006666666666666667,-5.000000000000929e-05,-0.0,-0.0,0.40356038837941705,33
1,0.07071413439837171,0,0,0.3333333333333333,0.8175368420515441,0.02357137813279057,1.0,0.0,0.0,0.05333333333333333,0.18333333333333335,0.20438421051288602,0.2,-0.005333333333333333,-0.0011785689066395287,-0.0,-0.0,0.5812056416062467,34
3,0.22594200618356597,0,0,1.0,0.7422228399903554,0.07531400206118866,1.0,0.0,0.0,0.02,0.55,0.18555570999758886,0.2,-0.002,-0.003765700103059433,-0.0,-0.0,0.9297900098945294,35
0,0.0030000000000001137,0,0,0.0,0.7412228399903554,0.001000000000000038,1.0,0.0,0.0,0.04,0.0,0.18530570999758886,0.2,-0.004,-5.00000000000019e-05,-0.0,-0.0,0.38125570999758884,36
2,0.14243654470533063,0,0,0.6666666666666666,0.6937439917552451,0.047478848235110206,1.0,0.0,0.0,0.03333333333333333,0.3666666666666667,0.1734359979388113,0.2,-0.0033333333333333335,-0.0023739424117555103,-0.0,-0.0,0.7343953888603892,37
1,0.14243654470533018,0,1,0.3333333333333333,0.6462651435201351,0.04747884823511006,1.0,0.0,0.3333333333333333,0.04666666666666667,0.18333333333333335,0.16156628588003377,0.2,-0.004666666666666667,-0.0023739424117555034,-0.0,-0.016666666666666666,0.5211923434682781,38
0,0.07472241030695836,0,1,0.0,0.6213576734178157,0.024907470102319456,1.0,0.0,0.3333333333333333,0.06666666666666667,0.0,0.15533941835445392,0.2,-0.006666666666666667,-0.0012453735051159728,-0.0,-0.016666666666666666,0.3307607115160046,39
1,0.15421959587660794,0,1,0.3333333333333333,0.5699511414589463,0.051406531958869316,1.0,0.0,0.3333333333333333,0.07333333333333333,0.18333333333333335,0.14248778536473658,0.2,-0.007333333333333334,-0.002570326597943466,-0.0,-0.016666666666666666,0.4992507921001265,40
1,0.08650546147823568,0,0,0.3333333333333333,0.5411159876328678,0.02883515382607856,1.0,0.0,0.0,0.05333333333333333,0.18333333333333335,0.13527899690821696,0.2,-0.005333333333333333,-0.001441757691303928,-0.0,-0.0,0.5118372392169132,41
1,0.14243654470533018,0,1,0.3333333333333333,0.4936371393977577,0.04747884823511006,1.0,0.0,0.3333333333333333,0.06,0.18333333333333335,0.12340928484943943,0.2,-0.006,-0.0023739424117555034,-0.0,-0.016666666666666666,0.4817020091043506,42
2,0.15421959587660794,0,0,0.6666666666666666,0.4422306074388884,0.051406531958869316,1.0,0.0,0.0,0.06,0.3666666666666667,0.1105576518597221,0.2,-0.006,-0.002570326597943466,-0.0,-0.0,0.6686539919284454,43
0,0.07472241030695836,0,1,0.0,0.41732313733656895,0.024907470102319456,1.0,0.0,0.3333333333333333,0.08,0.0,0.10433078433414224,0.2,-0.008,-0.0012453735051159728,-0.0,-0.016666666666666666,0.27841874416235957,44
0,0.0029999999999998916,0,0,0.0,0.416323137336569,0.0009999999999999638,1.0,0.0,0.0,0.1,0.0,0.10408078433414225,0.2,-0.010000000000000002,-4.999999999999819e-05,-0.0,-0.0,0.29403078433414226,45
2,0.2259420061835662,0,1,0.6666666666666666,0.3410091352753803,0.07531400206118873,1.0,0.0,0.3333333333333333,0.08,0.3666666666666667,0.08525228381884507,0.2,-0.008,-0.0037657001030594363,-0.0,-0.016666666666666666,0.6234865837157857,46
1,0.15822787178519393,0,1,0.3333333333333333,0.2882665113469823,0.05274262392839798,1.0,0.0,0.3333333333333333,0.09333333333333334,0.18333333333333335,0.07206662783674557,0.2,-0.009333333333333334,-0.002637131196419899,-0.0,-0.016666666666666666,0.426762829973659,47
2,0.2259420061835662,0,1,0.6666666666666666,0.21295250928579357,0.07531400206118873,1.0,0.0,0.3333333333333333,0.03333333333333333,0.3666666666666667,0.05323812732144839,0.2,-0.0033333333333333335,-0.0037657001030594363,-0.0,-0.016666666666666666,0.5961390938850556,48
1,0.15421959587660783,0,1,0.3333333333333333,0.1615459773269243,0.051406531958869274,1.0,0.0,0.3333333333333333,0.04666666666666667,0.18333333333333335,0.040386494331731075,0.2,-0.004666666666666667,-0.002570326597943464,-0.0,-0.016666666666666666,0.39981616773378764,49
2,0.14243654470533046,0,0,0.6666666666666666,0.11406712909181414,0.04747884823511015,1.0,0.0,0.0,0.026666666666666665,0.3666666666666667,0.028516782272953536,0.2,-0.0026666666666666666,-0.0023739424117555077,-0.0,-0.0,0.590142839861198,50
2,0.14243654470533043,0,0,0.6666666666666666,0.066588280856704,0.047478848235110144,1.0,0.0,0.0,0.03333333333333333,0.3666666666666667,0.016647070214176,0.2,-0.0033333333333333335,-0.0023739424117555073,-0.0,-0.0,0.577606461135754,51
0,0.06043992373940757,1,0,0.0,0.04644163961023481,0.02014664124646919,0.6666666666666666,0.3333333333333333,0.0,0.04,0.0,0.011610409902558702,0.13333333333333333,-0.004,-0.0010073320623234594,-0.06666666666666667,-0.0,0.07326974450690192,52
0,0.044608666009542636,1,0,0.0,0.031572084273720595,0.014869555336514212,0.3333333333333333,0.3333333333333333,0.0,0.06,0.0,0.007893021068430149,0.06666666666666667,-0.006,-0.0007434777668257107,-0.06666666666666667,-0.0,0.0011495433016044387,53
0,0.0010000000000000009,0,0,0.0,0.03123875094038726,0.00033333333333333365,0.3333333333333333,0.0,0.0,0.08,0.0,0.007809687735096815,0.06666666666666667,-0.008,-1.6666666666666684e-05,-0.0,-0.0,0.0664596877350968,54
0,0.0010000000000000009,0,0,0.0,0.030905417607053925,0.00033333333333333365,0.3333333333333333,0.0,0.0,0.1,0.0,0.007726354401763481,0.06666666666666667,-0.010000000000000002,-1.6666666666666684e-05,-0.0,-0.0,0.06437635440176348,55
0,0.0010000000000000009,0,0,0.0,0.03057208427372059,0.00033333333333333365,0.3333333333333333,0.0,0.0,0.12,0.0,0.007643021068430148,0.06666666666666667,-0.012,-1.6666666666666684e-05,-0.0,-0.0,0.062293021068430154,56
1,0.06871413439837218,0,0,0.3333333333333333,0.007667372807596534,0.02290471146612406,0.3333333333333333,0.0,0.0,0.02,0.18333333333333335,0.0019168432018991336,0.06666666666666667,-0.002,-0.0011452355733062032,-0.0,-0.0,0.24877160762859296,57
0,0.0010000000000000009,0,0,0.0,0.007334039474263201,0.00033333333333333365,0.3333333333333333,0.0,0.0,0.04,0.0,0.0018335098685658003,0.06666666666666667,-0.004,-1.6666666666666684e-05,-0.0,-0.0,0.0644835098685658,58
1,0.15421959587660794,0,1,0.3333333333333333,0.9485934680411306,0.051406531958869316,1.0,0.0,0.3333333333333333,0.02,0.18333333333333335,0.23714836701028266,0.2,-0.002,-0.002570326597943466,-0.0,-0.016666666666666666,0.5992447070790059,60
3,0.22594200618356597,0,0,1.0,0.873279465979942,0.07531400206118866,1.0,0.0,0.0,0.02,0.55,0.2183198664949855,0.2,-0.002,-0.003765700103059433,-0.0,-0.0,0.962554166391926,61
2,0.1542195958766075,0,0,0.6666666666666666,0.8218729340210729,0.05140653195886916,1.0,0.0,0.0,0.026666666666666665,0.3666666666666667,0.20546823350526822,0.2,-0.0026666666666666666,-0.002570326597943458,-0.0,-0.0,0.7668979069073247,62
1,0.07472241030695859,0,0,0.3333333333333333,0.7969654639187533,0.02490747010231953,1.0,0.0,0.0,0.03333333333333333,0.18333333333333335,0.19924136597968833,0.2,-0.0033333333333333335,-0.0012453735051159765,-0.0,-0.0,0.5779959924745723,63
3,0.22594200618356597,0,0,1.0,0.7216514618575647,0.07531400206118866,1.0,0.0,0.0,0.02,0.55,0.18041286546439117,0.2,-0.002,-0.003765700103059433,-0.0,-0.0,0.9246471653613318,64
1,0.15822787178519393,0,1,0.3333333333333333,0.6689088379291667,0.05274262392839798,1.0,0.0,0.3333333333333333,0.03333333333333333,0.18333333333333335,0.16722720948229167,0.2,-0.0033333333333333335,-0.002637131196419899,-0.0,-0.016666666666666666,0.5279234116192051,65
1,0.07472241030695859,0,0,0.3333333333333333,0.6440013678268471,0.02490747010231953,1.0,0.0,0.0,0.04,0.18333333333333335,0.16100034195671178,0.2,-0.004,-0.0012453735051159765,-0.0,-0.0,0.5390883017849292,66
2,0.22594200618356597,0,1,0.6666666666666666,0.5686873657656585,0.07531400206118866,1.0,0.0,0.3333333333333333,0.03333333333333333,0.3666666666666667,0.14217184144141462,0.2,-0.0033333333333333335,-0.003765700103059433,-0.0,-0.016666666666666666,0.6850728080050218,67
1,0.07472241030695814,0,0,0.3333333333333333,0.5437798956633392,0.02490747010231938,1.0,0.0,0.0,0.04666666666666667,0.18333333333333335,0.1359449739158348,0.2,-0.004666666666666667,-0.0012453735051159692,-0.0,-0.0,0.5133662670773855,68
0,0.0030000000000001137,0,0,0.0,0.5427798956633391,0.001000000000000038,1.0,0.0,0.0,0.06666666666666667,0.0,0.13569497391583477,0.2,-0.006666666666666667,-5.00000000000019e-05,-0.0,-0.0,0.32897830724916816,69
1,0.15822787178519393,0,1,0.3333333333333333,0.4900372717349411,0.05274262392839798,1.0,0.0,0.3333333333333333,0.07333333333333333,0.18333333333333335,0.12250931793373528,0.2,-0.007333333333333334,-0.002637131196419899,-0.0,-0.016666666666666666,0.4792055200706487,70
2,0.14243654470533018,0,0,0.6666666666666666,0.44255842349983104,0.04747884823511006,1.0,0.0,0.0,0.06,0.3666666666666667,0.11063960587495776,0.2,-0.006,-0.0023739424117555034,-0.0,-0.0,0.668932330129869,71
0,0.0865054614782359,0,1,0.0,0.41372326967375245,0.028835153826078635,1.0,0.0,0.3333333333333333,0.08,0.0,0.10343081741843811,0.2,-0.008,-0.0014417576913039317,-0.0,-0.016666666666666666,0.2773223930604675,72
1,0.15822787178519393,0,1,0.3333333333333333,0.36098064574535443,0.05274262392839798,1.0,0.0,0.3333333333333333,0.04666666666666667,0.18333333333333335,0.09024516143633861,0.2,-0.004666666666666667,-0.002637131196419899,-0.0,-0.016666666666666666,0.44960803023991874,73
0,0.08650546147823557,0,1,0.0,0.33214549191927595,0.028835153826078524,1.0,0.0,0.3333333333333333,0.06666666666666667,0.0,0.08303637297981899,0.2,-0.006666666666666667,-0.0014417576913039263,-0.0,-0.016666666666666666,0.2582612819551817,74
1,0.15421959587660783,0,1,0.3333333333333333,0.28073895996040665,0.051406531958869274,1.0,0.0,0.3333333333333333,0.07333333333333333,0.18333333333333335,0.07018473999010166,0.2,-0.007333333333333334,-0.002570326597943464,-0.0,-0.016666666666666666,0.4269477467254915,75
1,0.1391623340463658,1,0,0.3333333333333333,0.2343515152782847,0.046387444682121935,0.6666666666666666,0.3333333333333333,0.0,0.07,0.18333333333333335,0.05858787881957118,0.13333333333333333,-0.007000000000000001,-0.002319372234106097,-0.06666666666666667,-0.0,0.29926850658546506,76
1,0.07372241030695836,0,0,0.3333333333333333,0.2097773785092986,0.02457413676898612,0.6666666666666666,0.0,0.0,0.08,0.18333333333333335,0.05244434462732465,0.13333333333333333,-0.008,-0.001228706838449306,-0.0,-0.0,0.35988230445554203,77
0,0.0020000000000000018,0,0,0.0,0.20911071184263194,0.0006666666666666673,0.6666666666666666,0.0,0.0,0.1,0.0,0.052277677960657985,0.13333333333333333,-0.010000000000000002,-3.333333333333337e-05,-0.0,-0.0,0.17557767796065799,78
0,0.06971413439837215,0,1,0.0,0.18587266704317454,0.023238044799457385,0.6666666666666666,0.0,0.3333333333333333,0.12,0.0,0.046468166760793635,0.13333333333333333,-0.012,-0.0011619022399728693,-0.0,-0.016666666666666666,0.14997293118748742,79
1,0.06971413439837221,0,0,0.3333333333333333,0.16263462224371714,0.023238044799457402,0.6666666666666666,0.0,0.0,0.05,0.18333333333333335,0.040658655560929284,0.13333333333333333,-0.005000000000000001,-0.0011619022399728702,-0.0,-0.0,0.35116341998762307,80
1,0.14143654470533046,0,1,0.3333333333333333,0.11548910734194033,0.04714551490177682,0.6666666666666666,0.0,0.3333333333333333,0.06,0.18333333333333335,0.028872276835485083,0.13333333333333333,-0.006,-0.002357275745088841,-0.0,-0.016666666666666666,0.32051500109039627,81
0,0.046608666009542665,1,0,0.0,0.09995288533875944,0.015536222003180888,0.3333333333333333,0.3333333333333333,0.0,0.04,0.0,0.02498822133468986,0.06666666666666667,-0.004,-0.0007768111001590444,-0.06666666666666667,-0.0,0.02021141023453081,82
0,0.0010000000000000009,0,0,0.0,0.0996195520054261,0.00033333333333333365,0.3333333333333333,0.0,0.0,0.06,0.0,0.024904888001356526,0.06666666666666667,-0.006,-1.6666666666666684e-05,-0.0,-0.0,0.08555488800135652,83
1,0.06871413439837218,0,0,0.3333333333333333,0.07671484053930204,0.02290471146612406,0.3333333333333333,0.0,0.0,0.02,0.18333333333333335,0.01917871013482551,0.06666666666666667,-0.002,-0.0011452355733062032,-0.0,-0.0,0.2660334745615193,84
1,0.06871413439837218,0,0,0.3333333333333333,0.05381012907317798,0.02290471146612406,0.3333333333333333,0.0,0.0,0.02,0.18333333333333335,0.013452532268294496,0.06666666666666667,-0.002,-0.0011452355733062032,-0.0,-0.0,0.2603072966949883,85
1,0.06871413439837218,0,0,0.3333333333333333,0.030905417607053925,0.02290471146612406,0.3333333333333333,0.0,0.0,0.02,0.18333333333333335,0.007726354401763481,0.06666666666666667,-0.002,-0.0011452355733062032,-0.0,-0.0,0.2545811188284573,86
0,0.0010000000000000009,0,0,0.0,0.03057208427372059,0.00033333333333333365,0.3333333333333333,0.0,0.0,0.04,0.0,0.007643021068430148,0.06666666666666667,-0.004,-1.6666666666666684e-05,-0.0,-0.0,0.07029302106843015,87
0,0.0010000000000000009,0,0,0.0,0.03023875094038726,0.00033333333333333365,0.3333333333333333,0.0,0.0,0.06,0.0,0.007559687735096815,0.06666666666666667,-0.006,-1.6666666666666684e-05,-0.0,-0.0,0.06820968773509681,88
1,0.06871413439837218,0,0,0.3333333333333333,0.007334039474263201,0.02290471146612406,0.3333333333333333,0.0,0.0,0.02,0.18333333333333335,0.0018335098685658003,0.06666666666666667,-0.002,-0.0011452355733062032,-0.0,-0.0,0.24868827429525964,89
1,0.15822787178519393,0,1,0.3333333333333333,0.947257376071602,0.05274262392839798,1.0,0.0,0.3333333333333333,0.02,0.18333333333333335,0.2368143440179005,0.2,-0.002,-0.002637131196419899,-0.0,-0.016666666666666666,0.5988438794881471,91
2,0.14243654470533063,0,0,0.6666666666666666,0.8997785278364918,0.047478848235110206,1.0,0.0,0.0,0.026666666666666665,0.3666666666666667,0.22494463195912295,0.2,-0.0026666666666666666,-0.0023739424117555103,-0.0,-0.0,0.7865706895473675,92
2,0.14243654470533018,0,0,0.6666666666666666,0.8522996796013818,0.04747884823511006,1.0,0.0,0.0,0.03333333333333333,0.3666666666666667,0.21307491990034544,0.2,-0.0033333333333333335,-0.0023739424117555034,-0.0,-0.0,0.7740343108219233,93
2,0.15822787178519393,0,0,0.6666666666666666,0.7995570556729837,0.05274262392839798,1.0,0.0,0.0,0.026666666666666665,0.3666666666666667,0.19988926391824594,0.2,-0.0026666666666666666,-0.002637131196419899,-0.0,-0.0,0.7612521327218259,94
3,0.22594200618356597,0,0,1.0,0.7242430536117951,0.07531400206118866,1.0,0.0,0.0,0.02,0.55,0.18106076340294877,0.2,-0.002,-0.003765700103059433,-0.0,-0.0,0.9252950632998894,95
1,0.07472241030695814,0,0,0.3333333333333333,0.6993355835094758,0.02490747010231938,1.0,0.0,0.0,0.03333333333333333,0.18333333333333335,0.17483389587736894,0.2,-0.0033333333333333335,-0.0012453735051159692,-0.0,-0.0,0.553588522372253,96
0,0.0865054614782359,0,1,0.0,0.6705004296833971,0.028835153826078635,1.0,0.0,0.3333333333333333,0.05333333333333333,0.0,0.16762510742084927,0.2,-0.005333333333333333,-0.0014417576913039317,-0.0,-0.016666666666666666,0.34418334972954534,97
1,0.15421959587660794,0,1,0.3333333333333333,0.6190938977245278,0.051406531958869316,1.0,0.0,0.3333333333333333,0.05333333333333333,0.18333333333333335,0.15477347443113196,0.2,-0.005333333333333333,-0.002570326597943466,-0.0,-0.016666666666666666,0.5135364811665218,98
1,0.15421959587660772,0,1,0.3333333333333333,0.5676873657656586,0.05140653195886924,1.0,0.0,0.3333333333333333,0.04666666666666667,0.18333333333333335,0.14192184144141465,0.2,-0.004666666666666667,-0.002570326597943462,-0.0,-0.016666666666666666,0.5013515148434712,99
1,0.08650546147823568,0,0,0.3333333333333333,0.53885221193958,0.02883515382607856,1.0,0.0,0.0,0.05333333333333333,0.18333333333333335,0.134713052984895,0.2,-0.005333333333333333,-0.001441757691303928,-0.0,-0.0,0.511271295293591,100
1,0.1424365447053304,0,1,0.3333333333333333,0.4913733637044699,0.04747884823511014,1.0,0.0,0.3333333333333333,0.06,0.18333333333333335,0.12284334092611747,0.2,-0.006,-0.002373942411755507,-0.0,-0.016666666666666666,0.48113606518102875,101
1,0.08650546147823568,0,0,0.3333333333333333,0.4625382098783913,0.02883515382607856,1.0,0.0,0.0,0.06666666666666667,0.18333333333333335,0.11563455246959782,0.2,-0.006666666666666667,-0.001441757691303928,-0.0,-0.0,0.49085946144496057,102
1,0.1424365447053304,0,1,0.3333333333333333,0.41505936164328117,0.04747884823511014,1.0,0.0,0.3333333333333333,0.04,0.18333333333333335,0.10376484041082029,0.2,-0.004,-0.002373942411755507,-0.0,-0.016666666666666666,0.4640575646657315,103
0,0.0029999999999998916,0,0,0.0,0.4140593616432812,0.0009999999999999638,1.0,0.0,0.0,0.06,0.0,0.1035148404108203,0.2,-0.006,-4.999999999999819e-05,-0.0,-0.0,0.29746484041082033,104
1,0.14243654470533063,0,1,0.3333333333333333,0.366580513408171,0.047478848235110206,1.0,0.0,0.3333333333333333,0.06666666666666667,0.18333333333333335,0.09164512835204275,0.2,-0.006666666666666667,-0.0023739424117555103,-0.0,-0.016666666666666666,0.44927118594028725,105
2,0.1424365447053304,0,0,0.6666666666666666,0.3191016651730609,0.04747884823511014,1.0,0.0,0.0,0.04666666666666667,0.3666666666666667,0.07977541629326522,0.2,-0.004666666666666667,-0.002373942411755507,-0.0,-0.0,0.6394014738815098,106
1,0.1424365447053304,0,1,0.3333333333333333,0.2716228169379507,0.04747884823511014,1.0,0.0,0.3333333333333333,0.06,0.18333333333333335,0.06790570423448768,0.2,-0.006,-0.002373942411755507,-0.0,-0.016666666666666666,0.4261984284893989,107
1,0.15421959587660794,0,1,0.3333333333333333,0.2202162849790814,0.051406531958869316,1.0,0.0,0.3333333333333333,0.04,0.18333333333333335,0.05505407124477035,0.2,-0.004,-0.002570326597943466,-0.0,-0.016666666666666666,0.41515041131349356,108
1,0.15822787178519393,0,1,0.3333333333333333,0.16747366105068343,0.05274262392839798,1.0,0.0,0.3333333333333333,0.05333333333333333,0.18333333333333335,0.041868415262670856,0.2,-0.005333333333333333,-0.002637131196419899,-0.0,-0.016666666666666666,0.4005646173995843,109
2,0.15421959587660788,0,0,0.6666666666666666,0.11606712909181414,0.051406531958869295,1.0,0.0,0.0,0.04666666666666667,0.3666666666666667,0.029016782272953536,0.2,-0.004666666666666667,-0.002570326597943465,-0.0,-0.0,0.5884464556750101,110
1,0.07472241030695825,0,0,0.3333333333333333,0.09115965898949473,0.024907470102319418,1.0,0.0,0.0,0.03333333333333333,0.18333333333333335,0.02278991474737368,0.2,-0.0033333333333333335,-0.0012453735051159709,-0.0,-0.0,0.4015445412422577,111
1,0.11632280040791482,1,0,0.3333333333333333,0.05238539218685645,0.03877426680263827,0.6666666666666666,0.3333333333333333,0.0,0.04,0.18333333333333335,0.013096348046714112,0.13333333333333333,-0.004,-0.0019387133401319136,-0.06666666666666667,-0.0,0.2571576347065822,112
